,Dice loss
0,1.7736265659332275
1,1.6568706035614014
2,1.5830061435699463
3,1.6137921810150146
4,1.637618064880371
5,1.5216681957244873
6,1.567428708076477
7,1.3992950916290283
8,1.5461210012435913
9,1.2622424364089966
10,1.342432975769043
11,1.1277766227722168
12,1.1491947174072266
13,1.2625576257705688
14,1.2559998035430908
15,1.255744457244873
16,1.2213375568389893
17,1.098803997039795
18,1.2209059000015259
19,0.9824526309967041
20,1.303286075592041
21,1.2412738800048828
22,1.2366408109664917
23,1.0611108541488647
24,0.9861590266227722
25,0.9812051057815552
26,1.1873642206192017
27,1.3263919353485107
28,1.010124921798706
29,1.0212470293045044
30,0.8341933488845825
31,1.1020805835723877
32,0.8708055019378662
33,0.735526442527771
34,0.9385837316513062
35,1.0540658235549927
36,0.900704026222229
37,0.9135684967041016
38,0.8265503644943237
39,0.727739155292511
40,0.8564125299453735
41,0.7469285726547241
42,0.9293991327285767
43,1.0044679641723633
44,0.7156609296798706
45,0.8832504749298096
46,0.8989923596382141
47,0.974289059638977
48,0.8304526209831238
49,0.7530373930931091
50,0.9022643566131592
51,0.5914004445075989
52,0.6403749585151672
53,0.6879434585571289
54,0.9488264322280884
55,0.8327490091323853
56,0.9129748344421387
57,0.6983204483985901
58,0.5030428171157837
59,0.7124346494674683
60,0.5191999077796936
61,0.6529170870780945
62,0.7090814113616943
63,0.6329789161682129
64,0.6761181354522705
65,0.7648864984512329
66,0.6782218217849731
67,0.7005162239074707
68,0.5678368806838989
69,0.5750813484191895
70,0.9612493515014648
71,0.7519629001617432
72,0.5683934688568115
73,0.797279953956604
74,0.6260082721710205
75,0.6282378435134888
76,0.5908204317092896
77,0.5858677625656128
78,0.4912296533584595
79,0.6637799739837646
80,0.758170485496521
81,0.7935596704483032
82,0.8185094594955444
83,0.9346386194229126
84,0.4606643319129944
85,0.6500279903411865
86,0.7349123358726501
87,0.5066318511962891
88,0.43043380975723267
89,0.6617259979248047
90,0.8875348567962646
91,0.8956072926521301
92,0.5000578761100769
93,0.44221943616867065
94,0.7762918472290039
95,0.6815545558929443
96,0.6363204717636108
97,0.4293089807033539
98,0.41814377903938293
99,0.6171031594276428
100,0.33578547835350037
101,0.4965187609195709
102,0.536910891532898
103,0.5264281034469604
104,0.526382327079773
105,0.45358332991600037
106,0.4962177574634552
107,0.6776670217514038
108,0.5213977098464966
109,0.4005548059940338
110,0.4115407168865204
111,0.7972654104232788
112,0.5433009266853333
113,0.3972806930541992
114,0.3600502908229828
115,0.852501392364502
116,0.45150718092918396
117,0.36533090472221375
118,0.4953058958053589
119,0.6055290102958679
120,0.6340539455413818
121,0.5433882474899292
122,0.7401924133300781
123,0.7451341152191162
124,0.7181894183158875
125,0.5169658660888672
126,0.36354586482048035
127,0.2834981381893158
128,0.4485623240470886
129,0.4184020459651947
130,0.3696044981479645
131,0.42024925351142883
132,0.556515097618103
133,0.5361545085906982
134,0.5579266548156738
135,0.6860790848731995
136,0.4588159918785095
137,0.4029717445373535
138,0.5031965970993042
139,0.3436700105667114
140,0.3192330300807953
141,0.4503084123134613
142,0.3984493315219879
143,0.4265124201774597
144,0.30806639790534973
145,0.2856537103652954
146,0.6510759592056274
147,0.42835554480552673
148,0.4015781283378601
149,0.5313328504562378
150,0.3046949803829193
151,0.5245593786239624
152,0.684822678565979
153,0.32700178027153015
154,0.710188090801239
155,0.7929025888442993
156,0.6885501742362976
157,0.6942599415779114
158,0.4877112805843353
159,0.509199857711792
160,0.3981636166572571
161,0.29585370421409607
162,0.6421288251876831
163,0.8527312874794006
164,0.2989172339439392
165,0.6759703159332275
166,0.4040813148021698
167,0.6551315784454346
168,0.549923837184906
169,0.384547621011734
170,0.48219043016433716
171,0.3021708130836487
172,0.4485071897506714
173,0.3752240836620331
174,0.37564513087272644
175,0.5285413861274719
176,0.40979263186454773
177,0.34690120816230774
178,0.6965674161911011
179,0.3562735915184021
180,0.4507746994495392
181,0.36945435404777527
182,0.8783646821975708
183,0.5126703977584839
184,0.2879599332809448
185,0.3080061376094818
186,0.3346521258354187
187,0.5981278419494629
188,0.623265266418457
189,0.5228226780891418
190,0.37215283513069153
191,0.3281286954879761
192,0.6237607002258301
193,0.5272771120071411
194,0.33696475625038147
195,0.3529807925224304
196,0.3300193250179291
197,0.34753334522247314
198,0.332477331161499
199,0.4531489312648773
200,0.32300180196762085
201,0.2594422698020935
202,0.2274673581123352
203,0.42939236760139465
204,0.39539262652397156
205,0.6078602075576782
206,0.35738638043403625
207,0.3576788008213043
208,0.2871408760547638
209,0.602767825126648
210,0.47038978338241577
211,0.6690666675567627
212,0.35231414437294006
213,0.8404721021652222
214,0.7820261120796204
215,0.3611941635608673
216,0.39596956968307495
217,0.32556235790252686
218,0.3326626121997833
219,0.3229687511920929
220,0.5671329498291016
221,0.3383396565914154
222,0.25409996509552
223,0.43788018822669983
224,0.7689051628112793
225,0.28873610496520996
226,0.22850355505943298
227,0.2167796790599823
228,0.36488205194473267
229,0.3777909576892853
230,0.3406357169151306
231,0.28645265102386475
232,0.25024932622909546
233,0.34193187952041626
234,0.31195464730262756
235,0.4628468155860901
236,0.2891656756401062
237,0.2786494195461273
238,0.3139372169971466
239,0.5345947742462158
240,0.47572875022888184
241,0.30814895033836365
242,0.34824931621551514
243,0.25492149591445923
244,0.3094083368778229
245,0.4103831648826599
246,0.3354167938232422
247,0.37330636382102966
248,0.41843220591545105
249,0.2582022249698639
250,0.3396145701408386
251,0.2734955847263336
252,0.2903057336807251
253,0.30054330825805664
254,0.4724975526332855
255,0.25358155369758606
256,0.3481162488460541
257,0.2865276634693146
258,0.2344503402709961
259,0.5838875770568848
260,0.40979906916618347
261,0.4475545883178711
262,0.3815886378288269
263,0.2517140209674835
264,0.4107067286968231
265,0.43300142884254456
266,0.3636917173862457
267,0.2980389893054962
268,0.3339460790157318
269,0.6357922554016113
270,0.2996789216995239
271,0.2329569160938263
272,0.22193527221679688
273,0.26810896396636963
274,0.35761719942092896
275,0.2775536775588989
276,0.296726256608963
277,0.45323994755744934
278,0.41589075326919556
279,0.2071009874343872
280,0.3067553639411926
281,0.25157999992370605
282,0.2107544243335724
283,0.3518950641155243
284,0.3363052010536194
285,0.25519225001335144
286,0.25578898191452026
287,0.2872139513492584
288,0.31297144293785095
289,0.2912438213825226
290,0.513563871383667
291,0.39504507184028625
292,0.4168531000614166
293,0.25487810373306274
294,0.43112853169441223
295,0.29151013493537903
296,0.4463694989681244
297,0.2789504826068878
298,0.2906802296638489
299,0.2507306635379791
300,0.22766336798667908
301,0.24160611629486084
302,0.6572193503379822
303,0.28419628739356995
304,0.3224164545536041
305,0.356984943151474
306,0.1718624234199524
307,0.33643537759780884
308,0.3434903621673584
309,0.24500274658203125
310,0.2088804543018341
311,0.2507358193397522
312,0.35724782943725586
313,0.33834344148635864
314,0.3392811715602875
315,0.255445271730423
316,0.31889086961746216
317,0.199293851852417
318,0.2921689748764038
319,0.27150753140449524
320,0.31368789076805115
321,0.4212985336780548
322,0.4859178364276886
323,0.6207809448242188
324,0.24051326513290405
325,0.463875412940979
326,0.2842489182949066
327,0.5743017196655273
328,0.25812122225761414
329,0.2988905608654022
330,0.32209837436676025
331,0.29352468252182007
332,0.2559736371040344
333,0.3266991972923279
334,0.188612699508667
335,0.5660135746002197
336,0.3422878384590149
337,0.44029027223587036
338,0.22777453064918518
339,0.3288986384868622
340,0.3528973460197449
341,0.3184296786785126
342,0.38222646713256836
343,0.44828689098358154
344,0.585317850112915
345,0.6129953861236572
346,0.26802346110343933
347,0.19840183854103088
348,0.3014969825744629
349,0.3187173902988434
350,0.3568636476993561
351,0.2511455714702606
352,0.23964127898216248
353,0.5045515298843384
354,0.39225825667381287
355,0.33024758100509644
356,0.24232038855552673
357,0.41028204560279846
358,0.23730793595314026
359,0.48465490341186523
360,0.3335166275501251
361,0.34924671053886414
362,0.21579977869987488
363,0.31441059708595276
364,0.1865173876285553
365,0.3969651162624359
366,0.26481932401657104
367,0.3637024164199829
368,0.3945547938346863
369,0.25478535890579224
370,0.3432421088218689
371,0.23686441779136658
372,0.35669052600860596
373,0.17862734198570251
374,0.4774448275566101
375,0.47043225169181824
376,0.25530561804771423
377,0.3016926646232605
378,0.257860004901886
379,0.23565968871116638
380,0.2751856744289398
381,0.6460099220275879
382,0.6281094551086426
383,0.7032010555267334
384,0.1994076371192932
385,0.36036527156829834
386,0.4713006317615509
387,0.2656743824481964
388,0.2253083884716034
389,0.3906729817390442
390,0.24705955386161804
391,0.30063360929489136
392,0.23714977502822876
393,0.36468175053596497
394,0.17519378662109375
395,0.22865822911262512
396,0.24305778741836548
397,0.5725090503692627
398,0.3411623239517212
399,0.19388720393180847
400,0.20001599192619324
401,0.3539794087409973
402,0.5032755136489868
403,0.3601713478565216
404,0.18123623728752136
405,0.36941710114479065
406,0.21083694696426392
407,0.3985852599143982
408,0.1945619285106659
409,0.1744706928730011
410,0.27318432927131653
411,0.2252236306667328
412,0.2912972569465637
413,0.5210726857185364
414,0.4140743613243103
415,0.22083157300949097
416,0.20672696828842163
417,0.3999910056591034
418,0.21908167004585266
419,0.36599794030189514
420,0.22281193733215332
421,0.2644786834716797
422,0.4757622182369232
423,0.2356071174144745
424,0.2639025151729584
425,0.25001248717308044
426,0.4852994978427887
427,0.33306974172592163
428,0.2764447033405304
429,0.3508210778236389
430,0.2533661127090454
431,0.2657235562801361
432,0.4845850169658661
433,0.19872698187828064
434,0.24525851011276245
435,0.364790141582489
436,0.2714412212371826
437,0.21833330392837524
438,0.40278348326683044
439,0.15831589698791504
440,0.423492968082428
441,0.1960178017616272
442,0.2329729199409485
443,0.3573217988014221
444,0.2618800401687622
445,0.27071264386177063
446,0.2455112338066101
447,0.2155454158782959
448,0.2571961581707001
449,0.19656440615653992
450,0.44005876779556274
451,0.2420019507408142
452,0.19804781675338745
453,0.23161882162094116
454,0.3683312237262726
455,0.20878127217292786
456,0.20205408334732056
457,0.27800843119621277
458,0.21730652451515198
459,0.2035445272922516
460,0.19994917511940002
461,0.29370057582855225
462,0.3446211516857147
463,0.2546916902065277
464,0.266897976398468
465,0.212770015001297
466,0.21467065811157227
467,0.19470945000648499
468,0.25042328238487244
469,0.6918939352035522
470,0.3420131504535675
471,0.5467435121536255
472,0.24766865372657776
473,0.25411587953567505
474,0.19029837846755981
475,0.6878954768180847
476,0.15365466475486755
477,0.4825613796710968
478,0.22331663966178894
479,0.2727934420108795
480,0.3287920653820038
481,0.3486485183238983
482,0.1860472857952118
483,0.26350635290145874
484,0.23259466886520386
485,0.21169191598892212
486,0.2966127097606659
487,0.21744531393051147
488,0.3487088978290558
489,0.5398709774017334
490,0.19205516576766968
491,0.16018176078796387
492,0.32965657114982605
493,0.20453688502311707
494,0.21288403868675232
495,0.2826893925666809
496,0.22034099698066711
497,0.18395251035690308
498,0.1819705367088318
499,0.2088617980480194
